show_id,episode_id,name,url,season,number,type,airdate,airtime,airstamp,runtime
41648,1979824,Chanyeol's Episode 16,https://www.tvmaze.com/episodes/1979824/sim-for-you-4x16-chanyeols-episode-16,4,16.0,regular,2020-12-01,06:00,2020-11-30,16.0
52198,1979222,Серия 2,https://www.tvmaze.com/episodes/1979222/kotiki-1x02-seria-2,1,2.0,regular,2020-12-01,,2020-12-01,12.0
52933,2008027,Лолита,https://www.tvmaze.com/episodes/2008027/lab-s-antonom-belaevym-2x06-lolita,2,6.0,regular,2020-12-01,,2020-12-01,29.0
51336,1964565,Episode 9,https://www.tvmaze.com/episodes/1964565/core-sense-1x09-episode-9,1,9.0,regular,2020-12-01,10:00,2020-12-01,24.0
54033,2052503,Episode 80,https://www.tvmaze.com/episodes/2052503/wu-shen-zhu-zai-1x80-episode-80,1,80.0,regular,2020-12-01,10:00,2020-12-01,8.0
61674,2315116,Episode 5,https://www.tvmaze.com/episodes/2315116/sono-koi-mousukoshi-atatamemasuka-1x05-episode-5,1,5.0,regular,2020-12-01,,2020-12-01,15.0
52038,1973538,Episode 17,https://www.tvmaze.com/episodes/1973538/please-wait-brother-1x17-episode-17,1,17.0,regular,2020-12-01,12:00,2020-12-01,37.0
52038,1973539,Episode 18,https://www.tvmaze.com/episodes/1973539/please-wait-brother-1x18-episode-18,1,18.0,regular,2020-12-01,12:00,2020-12-01,37.0
52373,1984264,Episode 51,https://www.tvmaze.com/episodes/1984264/fearless-whispers-1x51-episode-51,1,51.0,regular,2020-12-01,,2020-12-01,60.0
55016,2082171,第128集,https://www.tvmaze.com/episodes/2082171/ling-jian-zun-4x28-di128ji,4,28.0,regular,2020-12-01,,2020-12-01,10.0
57339,2161414,بازی سوم گروه اول,https://www.tvmaze.com/episodes/2161414/mafia-nights-1x03-bazy-swm-grwh-awl,1,3.0,regular,2020-12-01,08:00,2020-12-01,90.0
47027,1981059,142. Екатерина Варнава,https://www.tvmaze.com/episodes/1981059/vmeste-intervu-3x03-142-ekaterina-varnava,3,3.0,regular,2020-12-01,17:00,2020-12-01,37.0
50752,1939481,Episode 1,https://www.tvmaze.com/episodes/1939481/stjernestov-1x01-episode-1,1,1.0,regular,2020-12-01,06:00,2020-12-01,23.0
51893,1969211,Seilasen,https://www.tvmaze.com/episodes/1969211/exit-nordpolen-1x01-seilasen,1,1.0,regular,2020-12-01,06:00,2020-12-01,30.0
51893,1969212,Ekspedisjonen,https://www.tvmaze.com/episodes/1969212/exit-nordpolen-1x02-ekspedisjonen,1,2.0,regular,2020-12-01,06:00,2020-12-01,39.0
51893,1969213,Exit,https://www.tvmaze.com/episodes/1969213/exit-nordpolen-1x03-exit,1,3.0,regular,2020-12-01,06:00,2020-12-01,39.0
26268,2003089,Мамочки,https://www.tvmaze.com/episodes/2003089/slepaa-10x93-mamocki,10,93.0,regular,2020-12-01,17:35,2020-12-01,25.0
51436,1973845,"Bobby Cole Norris, Ruthie Henshall, Brenda Edwards",https://www.tvmaze.com/episodes/1973845/im-a-celebritythe-daily-drop-1x14-bobby-cole-norris-ruthie-henshall-brenda-edwards,1,14.0,regular,2020-12-01,06:00,2020-12-01,30.0
53198,2018189,"Где мой стафф, сука?!",https://www.tvmaze.com/episodes/2018189/sheker-1x05-gde-moj-staff-suka,1,5.0,regular,2020-12-01,,2020-12-01,20.0
51111,1964331,6. Bölüm,https://www.tvmaze.com/episodes/1964331/saygi-1x06-6-bolum,1,6.0,regular,2020-12-01,,2020-12-01,60.0
52984,2010122,28. Bölüm,https://www.tvmaze.com/episodes/2010122/konusanlar-1x28-28-bolum,1,28.0,regular,2020-12-01,,2020-12-01,50.0
49864,1977518,Brothers in Bleik,https://www.tvmaze.com/episodes/1977518/alex-og-aune-1x02-brothers-in-bleik,1,2.0,regular,2020-12-01,,2020-12-01,15.0
51896,1972035,Full fart,https://www.tvmaze.com/episodes/1972035/blipp-vs-snolos-1x03-full-fart,1,3.0,regular,2020-12-01,,2020-12-01,
13381,1983909,Demon's Souls,https://www.tvmaze.com/episodes/1983909/honest-game-trailers-2020-12-01-demons-souls,2020,48.0,regular,2020-12-01,,2020-12-01,5.0
13392,1978095,A Christmas Story,https://www.tvmaze.com/episodes/1978095/honest-trailers-2020-12-01-a-christmas-story,2020,49.0,regular,2020-12-01,,2020-12-01,5.0
15250,1975170,"December 1, 2020",https://www.tvmaze.com/episodes/1975170/the-young-turks-2020-12-01-december-1-2020,2020,287.0,regular,2020-12-01,,2020-12-01,120.0
21491,1978425,What If Earth got Kicked Out of the Solar System? Rogue Earth,https://www.tvmaze.com/episodes/1978425/kurzgesagt-in-a-nutshell-2020-12-01-what-if-earth-got-kicked-out-of-the-solar-system-rogue-earth,2020,18.0,regular,2020-12-01,,2020-12-01,6.0
30606,2176118,That's Not A Spider: It's a SNAKE!,https://www.tvmaze.com/episodes/2176118/scishow-2020-12-01-thats-not-a-spider-its-a-snake,2020,328.0,regular,2020-12-01,,2020-12-01,
32980,1978093,The Baltimore Son Creating Change,https://www.tvmaze.com/episodes/1978093/returning-the-favor-4x14-the-baltimore-son-creating-change,4,14.0,regular,2020-12-01,,2020-12-01,30.0
40482,2003906,Чума Вечеринка. Историк моды,https://www.tvmaze.com/episodes/2003906/10-glupyh-voprosov-2020-12-01-cuma-vecerinka-istorik-mody,2020,31.0,regular,2020-12-01,,2020-12-01,31.0
41611,1977529,Can This Spray Help Us Read Each Other's Minds? (Experiment),https://www.tvmaze.com/episodes/1977529/good-mythical-morning-18x56-can-this-spray-help-us-read-each-others-minds-experiment,18,56.0,regular,2020-12-01,,2020-12-01,
42121,1983444,Red Table Transformations,https://www.tvmaze.com/episodes/1983444/red-table-talk-3x22-red-table-transformations,3,22.0,regular,2020-12-01,,2020-12-01,25.0
43261,1956844,Серия 108,https://www.tvmaze.com/episodes/1956844/roditeli-4x20-seria-108,4,20.0,regular,2020-12-01,00:00,2020-12-01,25.0
45389,1977811,Reshep,https://www.tvmaze.com/episodes/1977811/obsolete-1x07-reshep,1,7.0,regular,2020-12-01,,2020-12-01,13.0
45389,1977812,Area 51,https://www.tvmaze.com/episodes/1977812/obsolete-1x08-area-51,1,8.0,regular,2020-12-01,,2020-12-01,13.0
45389,1978869,Carhuincho,https://www.tvmaze.com/episodes/1978869/obsolete-1x09-carhuincho,1,9.0,regular,2020-12-01,,2020-12-01,13.0
45389,1978870,Santa Muerte,https://www.tvmaze.com/episodes/1978870/obsolete-1x10-santa-muerte,1,10.0,regular,2020-12-01,,2020-12-01,13.0
45389,1978871,Freyja,https://www.tvmaze.com/episodes/1978871/obsolete-1x11-freyja,1,11.0,regular,2020-12-01,,2020-12-01,13.0
45389,1978872,Konoka Kokonoha,https://www.tvmaze.com/episodes/1978872/obsolete-1x12-konoka-kokonoha,1,12.0,regular,2020-12-01,,2020-12-01,13.0
45400,1977806,Роман Каграманов х Стас Просто Класс,https://www.tvmaze.com/episodes/1977806/comment-out-1x27-roman-kagramanov-h-stas-prosto-klass,1,27.0,regular,2020-12-01,,2020-12-01,51.0
47267,1978094,Demasiado calentamiento,https://www.tvmaze.com/episodes/1978094/la-vida-moderna-7x50-demasiado-calentamiento,7,50.0,regular,2020-12-01,,2020-12-01,38.0
47944,1978228,Timothy Omundson (feat. Selma Blair),https://www.tvmaze.com/episodes/1978228/inside-of-you-with-michael-rosenbaum-1x141-timothy-omundson-feat-selma-blair,1,141.0,regular,2020-12-01,,2020-12-01,94.0
48302,1960496,AEW Dark 63,https://www.tvmaze.com/episodes/1960496/all-elite-wrestling-dark-2020-12-01-aew-dark-63,2020,49.0,regular,2020-12-01,,2020-12-01,
49626,1972603,Nelson Figueroa & His Baseball Origin Story,https://www.tvmaze.com/episodes/1972603/marvels-storyboards-2x04-nelson-figueroa-his-baseball-origin-story,2,4.0,regular,2020-12-01,,2020-12-01,14.0
50433,1975078,Episode 12,https://www.tvmaze.com/episodes/1975078/uwn-primetime-2020-12-01-episode-12,2020,12.0,regular,2020-12-01,,2020-12-01,120.0
50741,1969883,Avsnitt 8,https://www.tvmaze.com/episodes/1969883/lyckoviken-1x08-avsnitt-8,1,8.0,regular,2020-12-01,,2020-12-01,41.0
51119,1990735,Episode 9,https://www.tvmaze.com/episodes/1990735/ela-ana-8x09-episode-9,8,9.0,regular,2020-12-01,,2020-12-01,40.0
51870,1968546,Episode 43,https://www.tvmaze.com/episodes/1968546/something-just-like-this-1x43-episode-43,1,43.0,regular,2020-12-01,20:00,2020-12-01,45.0
51870,1968547,Episode 44,https://www.tvmaze.com/episodes/1968547/something-just-like-this-1x44-episode-44,1,44.0,regular,2020-12-01,20:00,2020-12-01,45.0
52073,2336906,Episode 21,https://www.tvmaze.com/episodes/2336906/oriental-casablanca-1x21-episode-21,1,21.0,regular,2020-12-01,,2020-12-01,45.0
52104,1976026,Episode 15,https://www.tvmaze.com/episodes/1976026/twisted-fate-of-love-1x15-episode-15,1,15.0,regular,2020-12-01,20:00,2020-12-01,45.0
52104,1976027,Episode 16,https://www.tvmaze.com/episodes/1976027/twisted-fate-of-love-1x16-episode-16,1,16.0,regular,2020-12-01,20:00,2020-12-01,45.0
52106,1976134,Episode 21,https://www.tvmaze.com/episodes/1976134/insect-detective-1x21-episode-21,1,21.0,regular,2020-12-01,20:00,2020-12-01,45.0
52106,1976135,Episode 22,https://www.tvmaze.com/episodes/1976135/insect-detective-1x22-episode-22,1,22.0,regular,2020-12-01,20:00,2020-12-01,45.0
52107,1976152,Episode 11,https://www.tvmaze.com/episodes/1976152/new-face-1x11-episode-11,1,11.0,regular,2020-12-01,20:00,2020-12-01,45.0
52107,1976153,Episode 12,https://www.tvmaze.com/episodes/1976153/new-face-1x12-episode-12,1,12.0,regular,2020-12-01,20:00,2020-12-01,45.0
52108,1976183,Episode 17,https://www.tvmaze.com/episodes/1976183/psych-hunter-1x17-episode-17,1,17.0,regular,2020-12-01,20:00,2020-12-01,45.0
52108,1976184,Episode 18,https://www.tvmaze.com/episodes/1976184/psych-hunter-1x18-episode-18,1,18.0,regular,2020-12-01,20:00,2020-12-01,45.0
52113,1987939,Episode 4,https://www.tvmaze.com/episodes/1987939/maryland-farm-harvest-8x97-episode-4,8,97.0,regular,2020-12-01,07:00,2020-12-01,27.0
52150,1977503,Sex and Magic,https://www.tvmaze.com/episodes/1977503/cheat-1x01-sex-and-magic,1,1.0,regular,2020-12-01,,2020-12-01,20.0
52159,1977630,Episode 19,https://www.tvmaze.com/episodes/1977630/to-love-1x19-episode-19,1,19.0,regular,2020-12-01,20:00,2020-12-01,45.0
52159,1977631,Episode 20,https://www.tvmaze.com/episodes/1977631/to-love-1x20-episode-20,1,20.0,regular,2020-12-01,20:00,2020-12-01,45.0
52164,1977809,Elf,https://www.tvmaze.com/episodes/1977809/the-holiday-movies-that-made-us-1x01-elf,1,1.0,regular,2020-12-01,,2020-12-01,45.0
52164,1977810,Nightmare Before Christmas,https://www.tvmaze.com/episodes/1977810/the-holiday-movies-that-made-us-1x02-nightmare-before-christmas,1,2.0,regular,2020-12-01,,2020-12-01,44.0
52191,1978545,In Sheep's Clothing,https://www.tvmaze.com/episodes/1978545/wayward-guide-1x08-in-sheeps-clothing,1,8.0,regular,2020-12-01,,2020-12-01,9.0
52534,1988299,Episode 1,https://www.tvmaze.com/episodes/1988299/nwa-shockwave-1x01-episode-1,1,1.0,regular,2020-12-01,,2020-12-01,45.0
53282,2033284,1 серия,https://www.tvmaze.com/episodes/2033284/33-rebenka-1x01-1-seria,1,1.0,regular,2020-12-01,,2020-12-01,13.0
53282,2033285,2 серия,https://www.tvmaze.com/episodes/2033285/33-rebenka-1x02-2-seria,1,2.0,regular,2020-12-01,,2020-12-01,12.0
53282,2033286,3 серия,https://www.tvmaze.com/episodes/2033286/33-rebenka-1x03-3-seria,1,3.0,regular,2020-12-01,,2020-12-01,13.0
53282,2033287,4 серия,https://www.tvmaze.com/episodes/2033287/33-rebenka-1x04-4-seria,1,4.0,regular,2020-12-01,,2020-12-01,12.0
53282,2033288,5 серия,https://www.tvmaze.com/episodes/2033288/33-rebenka-1x05-5-seria,1,5.0,regular,2020-12-01,,2020-12-01,13.0
53282,2033289,6 серия,https://www.tvmaze.com/episodes/2033289/33-rebenka-1x06-6-seria,1,6.0,regular,2020-12-01,,2020-12-01,14.0
53282,2033290,7 серия,https://www.tvmaze.com/episodes/2033290/33-rebenka-1x07-7-seria,1,7.0,regular,2020-12-01,,2020-12-01,13.0
53282,2033291,8 серия,https://www.tvmaze.com/episodes/2033291/33-rebenka-1x08-8-seria,1,8.0,regular,2020-12-01,,2020-12-01,15.0
53282,2033292,9 серия,https://www.tvmaze.com/episodes/2033292/33-rebenka-1x09-9-seria,1,9.0,regular,2020-12-01,,2020-12-01,12.0
53282,2033293,10 серия,https://www.tvmaze.com/episodes/2033293/33-rebenka-1x10-10-seria,1,10.0,regular,2020-12-01,,2020-12-01,12.0
53282,2033294,11 серия,https://www.tvmaze.com/episodes/2033294/33-rebenka-1x11-11-seria,1,11.0,regular,2020-12-01,,2020-12-01,14.0
53282,2033295,12 серия,https://www.tvmaze.com/episodes/2033295/33-rebenka-1x12-12-seria,1,12.0,regular,2020-12-01,,2020-12-01,13.0
53338,2024906,Episode 13,https://www.tvmaze.com/episodes/2024906/el-anesa-farah-2x13-episode-13,2,13.0,regular,2020-12-01,,2020-12-01,40.0
53612,2032514,Underwater Adventure,https://www.tvmaze.com/episodes/2032514/booba-1x72-underwater-adventure,1,72.0,regular,2020-12-01,,2020-12-01,5.0
54112,2047631,Hand-pulling noodles,https://www.tvmaze.com/episodes/2047631/kids-teaching-idol-1x03-hand-pulling-noodles,1,3.0,regular,2020-12-01,,2020-12-01,14.0
55364,2093128,Karina & Darren's £60k Wedding,https://www.tvmaze.com/episodes/2093128/countdown-to-i-do-1x01-karina-darrens-60k-wedding,1,1.0,regular,2020-12-01,,2020-12-01,22.0
55364,2093130,Cayla & Luke Marrying Mr Laid Back,https://www.tvmaze.com/episodes/2093130/countdown-to-i-do-1x02-cayla-luke-marrying-mr-laid-back,1,2.0,regular,2020-12-01,,2020-12-01,23.0
55364,2093131,Amie & Caolan's Big Vs Small Wedding,https://www.tvmaze.com/episodes/2093131/countdown-to-i-do-1x03-amie-caolans-big-vs-small-wedding,1,3.0,regular,2020-12-01,,2020-12-01,22.0
55364,2093132,Hannah & Olly's DIY Wedding,https://www.tvmaze.com/episodes/2093132/countdown-to-i-do-1x04-hannah-ollys-diy-wedding,1,4.0,regular,2020-12-01,,2020-12-01,23.0
58593,2203396,Gran Final La Más Draga 3 LIVE,https://www.tvmaze.com/episodes/2203396/la-mas-draga-3x11-gran-final-la-mas-draga-3-live,3,11.0,regular,2020-12-01,,2020-12-01,
61755,2318095,Episode 39,https://www.tvmaze.com/episodes/2318095/bride-of-beirut-2x39-episode-39,2,39.0,regular,2020-12-01,,2020-12-01,45.0
60785,2287785,The night when I like it ... Fate keeps two people together!,https://www.tvmaze.com/episodes/2287785/kono-koi-atatamemasu-ka-1x07-the-night-when-i-like-it-fate-keeps-two-people-together,1,7.0,regular,2020-12-01,22:00,2020-12-01,57.0
6441,1976871,Sights and Sounds of Success,https://www.tvmaze.com/episodes/1976871/nfl-films-presents-2020-12-01-sights-and-sounds-of-success,2020,13.0,regular,2020-12-01,08:30,2020-12-01,30.0
61530,2311017,CHAHHAN SANE,https://www.tvmaze.com/episodes/2311017/toki-wo-kakeru-bando-1x07-chahhan-sane,1,7.0,regular,2020-12-01,00:25,2020-12-01,26.0
17633,2165005,Android Ostracization,https://www.tvmaze.com/episodes/2165005/all-about-android-2020-12-01-android-ostracization,2020,48.0,regular,2020-12-01,,2020-12-01,90.0
38339,1963910,Episode 6,https://www.tvmaze.com/episodes/1963910/a-teacher-1x06-episode-6,1,6.0,regular,2020-12-01,,2020-12-01,24.0
45812,1977755,"""Inside the Hill""",https://www.tvmaze.com/episodes/1977755/tooning-out-the-news-1x105-inside-the-hill,1,105.0,regular,2020-12-01,,2020-12-01,7.0
50661,1979393,The K2 Kingpin,https://www.tvmaze.com/episodes/1979393/i-was-a-teenage-felon-1x09-the-k2-kingpin,1,9.0,regular,2020-12-01,,2020-12-01,60.0
2504,1960028,Aflevering 6309,https://www.tvmaze.com/episodes/1960028/goede-tijden-slechte-tijden-31x54-aflevering-6309,31,54.0,regular,2020-12-01,20:00,2020-12-01,23.0
50106,1976929,Les chacals,https://www.tvmaze.com/episodes/1976929/cheyenne-et-lola-1x03-les-chacals,1,3.0,regular,2020-12-01,20:40,2020-12-01,50.0
50106,1976930,Eldorado,https://www.tvmaze.com/episodes/1976930/cheyenne-et-lola-1x04-eldorado,1,4.0,regular,2020-12-01,20:40,2020-12-01,50.0
32087,1978451,Breakfast Club,https://www.tvmaze.com/episodes/1978451/chicken-girls-7x13-breakfast-club,7,13.0,regular,2020-12-01,15:00,2020-12-01,16.0
49630,1972782,"КОНТАКТЫ в телефоне Сергея Лазарева: Тимати, Полина Гагарина, Влад Топалов, Ида Галич",https://www.tvmaze.com/episodes/1972782/kontakty-1x28-kontakty-v-telefone-sergea-lazareva-timati-polina-gagarina-vlad-topalov-ida-galic,1,28.0,regular,2020-12-02,12:00,2020-12-02,38.0
52198,1979223,Серия 3,https://www.tvmaze.com/episodes/1979223/kotiki-1x03-seria-3,1,3.0,regular,2020-12-02,,2020-12-02,13.0
47207,1971567,Episode 7,https://www.tvmaze.com/episodes/1971567/mermaid-prince-2x07-episode-7,2,7.0,regular,2020-12-02,11:00,2020-12-02,15.0
48395,1983072,All products funds were spent on this episode,https://www.tvmaze.com/episodes/1983072/wan-sheng-jie-2x10-all-products-funds-were-spent-on-this-episode,2,10.0,regular,2020-12-02,10:00,2020-12-02,4.0
49652,1985615,Episode 19,https://www.tvmaze.com/episodes/1985615/yi-nian-yong-heng-1x19-episode-19,1,19.0,regular,2020-12-02,10:00,2020-12-02,19.0
45713,2030018,Episode 10,https://www.tvmaze.com/episodes/2030018/dolls-frontline-2x10-episode-10,2,10.0,regular,2020-12-02,12:00,2020-12-02,5.0
52038,1973540,Episode 19,https://www.tvmaze.com/episodes/1973540/please-wait-brother-1x19-episode-19,1,19.0,regular,2020-12-02,12:00,2020-12-02,37.0
52038,1973541,Episode 20,https://www.tvmaze.com/episodes/1973541/please-wait-brother-1x20-episode-20,1,20.0,regular,2020-12-02,12:00,2020-12-02,37.0
54637,2066367,Episode 4,https://www.tvmaze.com/episodes/2066367/chu-feng-yi-dian-shizi-1x04-episode-4,1,4.0,regular,2020-12-02,,2020-12-02,30.0
55919,2113316,Tøff kjærlighet,https://www.tvmaze.com/episodes/2113316/klassen-3x15-toff-kjaerlighet,3,15.0,regular,2020-12-02,05:00,2020-12-02,11.0
58689,2205966,Episode 9,https://www.tvmaze.com/episodes/2205966/my-supernatural-power-1x09-episode-9,1,9.0,regular,2020-12-02,,2020-12-02,45.0
58689,2205967,Episode 10,https://www.tvmaze.com/episodes/2205967/my-supernatural-power-1x10-episode-10,1,10.0,regular,2020-12-02,,2020-12-02,45.0
50752,1977310,Episode 2,https://www.tvmaze.com/episodes/1977310/stjernestov-1x02-episode-2,1,2.0,regular,2020-12-02,06:00,2020-12-02,21.0
26268,2003090,Узоры,https://www.tvmaze.com/episodes/2003090/slepaa-10x94-uzory,10,94.0,regular,2020-12-02,17:35,2020-12-02,25.0
51436,1973846,"Beverley Callard, Victoria Derbyshire, Matt Edmondson, Sunetra Sarker",https://www.tvmaze.com/episodes/1973846/im-a-celebritythe-daily-drop-1x15-beverley-callard-victoria-derbyshire-matt-edmondson-sunetra-sarker,1,15.0,regular,2020-12-02,06:00,2020-12-02,30.0
53197,2018176,Сен әнші балапан болмай-ақ қой!,https://www.tvmaze.com/episodes/2018176/orkestr-1x06-sen-nsi-balapan-bolmaj-ak-koj,1,6.0,regular,2020-12-02,,2020-12-02,19.0
33691,1979370,Day 1,https://www.tvmaze.com/episodes/1979370/melon-music-awards-2020-12-02-day-1,2020,1.0,regular,2020-12-02,18:00,2020-12-02,300.0
24963,1965919,BEST OF THE SUPER Jr.27 Night 7,https://www.tvmaze.com/episodes/1965919/new-japan-pro-wrestling-2020-12-02-best-of-the-super-jr27-night-7,2020,82.0,regular,2020-12-02,18:30,2020-12-02,120.0
57689,2174898,Investment Strategy,https://www.tvmaze.com/episodes/2174898/the-smart-money-woman-1x11-investment-strategy,1,11.0,regular,2020-12-02,,2020-12-02,60.0
49864,1982912,Setter Bleik på kartet,https://www.tvmaze.com/episodes/1982912/alex-og-aune-1x03-setter-bleik-pa-kartet,1,3.0,regular,2020-12-02,,2020-12-02,12.0
57030,2153914,Snøkule,https://www.tvmaze.com/episodes/2153914/gjor-det-sjol-1x42-snokule,1,42.0,regular,2020-12-02,,2020-12-02,5.0
57030,2153915,Cornflakesgodteri,https://www.tvmaze.com/episodes/2153915/gjor-det-sjol-1x43-cornflakesgodteri,1,43.0,regular,2020-12-02,,2020-12-02,5.0
57953,2182080,Episode 5,https://www.tvmaze.com/episodes/2182080/for-vi-motes-1x05-episode-5,1,5.0,regular,2020-12-02,,2020-12-02,5.0
15250,1975171,"December 2, 2020",https://www.tvmaze.com/episodes/1975171/the-young-turks-2020-12-02-december-2-2020,2020,288.0,regular,2020-12-02,,2020-12-02,120.0
27055,2007414,Avsnitt 11,https://www.tvmaze.com/episodes/2007414/studio-paradise-11x11-avsnitt-11,11,11.0,regular,2020-12-02,,2020-12-02,30.0
28346,1976203,Ready 4 Love,https://www.tvmaze.com/episodes/1976203/unhhhh-5x28-ready-4-love,5,28.0,regular,2020-12-02,,2020-12-02,13.0
30606,2176119,Bizarre Creatures of the Deep Sea | Compilation,https://www.tvmaze.com/episodes/2176119/scishow-2020-12-02-bizarre-creatures-of-the-deep-sea-compilation,2020,329.0,regular,2020-12-02,,2020-12-02,
33944,1997806,SQWOZ BAB,https://www.tvmaze.com/episodes/1997806/uznat-za-10-sekund-4x39-sqwoz-bab,4,39.0,regular,2020-12-02,,2020-12-02,19.0
34060,2041155,"Papp Timi koreográfus, a Freelusion Dance Company alapítója",https://www.tvmaze.com/episodes/2041155/dtk-elviszlek-magammal-7x17-papp-timi-koreografus-a-freelusion-dance-company-alapitoja,7,17.0,regular,2020-12-02,,2020-12-02,33.0
40511,1978898,"Радомышль, Коростышев, Тоннель любви, Таракановский форт, Подгорецкий и Олеський замки",https://www.tvmaze.com/episodes/1978898/doma-lucse-3x17-radomysl-korostysev-tonnel-lubvi-tarakanovskij-fort-podgoreckij-i-oleskij-zamki,3,17.0,regular,2020-12-02,,2020-12-02,69.0
41611,1977530,Cooking Meat In Different Liquids (Taste Test),https://www.tvmaze.com/episodes/1977530/good-mythical-morning-18x57-cooking-meat-in-different-liquids-taste-test,18,57.0,regular,2020-12-02,,2020-12-02,
44944,1978866,Выпуск 14. Владимир Маркони,https://www.tvmaze.com/episodes/1978866/vopros-rebrom-4x02-vypusk-14-vladimir-markoni,4,2.0,regular,2020-12-02,,2020-12-02,35.0
46139,2008207,Елена Новикова,https://www.tvmaze.com/episodes/2008207/intervu-s-komikom-1x11-elena-novikova,1,11.0,regular,2020-12-02,,2020-12-02,48.0
46409,1975245,Episode 9,https://www.tvmaze.com/episodes/1975245/the-graduates-1x09-episode-9,1,9.0,regular,2020-12-02,,2020-12-02,60.0
47267,1978588,Juanito,https://www.tvmaze.com/episodes/1978588/la-vida-moderna-7x51-juanito,7,51.0,regular,2020-12-02,,2020-12-02,35.0
47897,1978307,ДРИФТЕР НИКИТА ШИКОВ | АВТОСПОРТ В ОПАСНОСТИ,https://www.tvmaze.com/episodes/1978307/sereza-i-mikrofon-podkast-1x55-drifter-nikita-sikov-avtosport-v-opasnosti,1,55.0,regular,2020-12-02,,2020-12-02,128.0
49147,1978248,Nazi Plunder,https://www.tvmaze.com/episodes/1978248/world-war-two-week-by-week-s03-special-nazi-plunder,3,,significant_special,2020-12-02,,2020-12-02,14.0
49353,1978314,Winter 1920: New York Prohibits Booze and Socialists,https://www.tvmaze.com/episodes/1978314/between-2-wars-2x06-winter-1920-new-york-prohibits-booze-and-socialists,2,6.0,regular,2020-12-02,,2020-12-02,15.0
50159,1980777,Episode 19,https://www.tvmaze.com/episodes/1980777/jan-thomas-verden-1x19-episode-19,1,19.0,regular,2020-12-02,,2020-12-02,20.0
51119,1990736,Episode 10,https://www.tvmaze.com/episodes/1990736/ela-ana-8x10-episode-10,8,10.0,regular,2020-12-02,,2020-12-02,40.0
51324,2001104,Powerful Life Lessons from Supreme Court Justice Sonia Sotomayor,https://www.tvmaze.com/episodes/2001104/red-table-talk-the-estefans-1x08-powerful-life-lessons-from-supreme-court-justice-sonia-sotomayor,1,8.0,regular,2020-12-02,,2020-12-02,32.0
51477,2035018,Squatter,https://www.tvmaze.com/episodes/2035018/roger-et-ses-humains-1x21-squatter,1,21.0,regular,2020-12-02,,2020-12-02,2.0
51749,1964493,Episode 7,https://www.tvmaze.com/episodes/1964493/shi-yi-changan-mingyue-ji-shi-you-1x07-episode-7,1,7.0,regular,2020-12-02,20:00,2020-12-02,20.0
51870,1968548,Episode 45,https://www.tvmaze.com/episodes/1968548/something-just-like-this-1x45-episode-45,1,45.0,regular,2020-12-02,20:00,2020-12-02,45.0
51870,1968549,Episode 46,https://www.tvmaze.com/episodes/1968549/something-just-like-this-1x46-episode-46,1,46.0,regular,2020-12-02,20:00,2020-12-02,45.0
51927,1970184,Atlas,https://www.tvmaze.com/episodes/1970184/alien-worlds-1x01-atlas,1,1.0,regular,2020-12-02,,2020-12-02,41.0
51927,1978289,Janus,https://www.tvmaze.com/episodes/1978289/alien-worlds-1x02-janus,1,2.0,regular,2020-12-02,,2020-12-02,45.0
51927,1978290,Eden,https://www.tvmaze.com/episodes/1978290/alien-worlds-1x03-eden,1,3.0,regular,2020-12-02,,2020-12-02,41.0
51927,1978291,Terra,https://www.tvmaze.com/episodes/1978291/alien-worlds-1x04-terra,1,4.0,regular,2020-12-02,,2020-12-02,47.0
52104,1976028,Episode 17,https://www.tvmaze.com/episodes/1976028/twisted-fate-of-love-1x17-episode-17,1,17.0,regular,2020-12-02,20:00,2020-12-02,45.0
52104,1976029,Episode 18,https://www.tvmaze.com/episodes/1976029/twisted-fate-of-love-1x18-episode-18,1,18.0,regular,2020-12-02,20:00,2020-12-02,45.0
52106,1976136,Episode 23,https://www.tvmaze.com/episodes/1976136/insect-detective-1x23-episode-23,1,23.0,regular,2020-12-02,20:00,2020-12-02,45.0
52106,1976137,Episode 24,https://www.tvmaze.com/episodes/1976137/insect-detective-1x24-episode-24,1,24.0,regular,2020-12-02,20:00,2020-12-02,45.0
52107,1976154,Episode 13,https://www.tvmaze.com/episodes/1976154/new-face-1x13-episode-13,1,13.0,regular,2020-12-02,20:00,2020-12-02,45.0
52107,1976155,Episode 14,https://www.tvmaze.com/episodes/1976155/new-face-1x14-episode-14,1,14.0,regular,2020-12-02,20:00,2020-12-02,45.0
52108,1976185,Episode 19,https://www.tvmaze.com/episodes/1976185/psych-hunter-1x19-episode-19,1,19.0,regular,2020-12-02,20:00,2020-12-02,45.0
52108,1976186,Episode 20,https://www.tvmaze.com/episodes/1976186/psych-hunter-1x20-episode-20,1,20.0,regular,2020-12-02,20:00,2020-12-02,45.0
52159,1977632,Episode 21,https://www.tvmaze.com/episodes/1977632/to-love-1x21-episode-21,1,21.0,regular,2020-12-02,20:00,2020-12-02,45.0
52159,1977633,Episode 22,https://www.tvmaze.com/episodes/1977633/to-love-1x22-episode-22,1,22.0,regular,2020-12-02,20:00,2020-12-02,45.0
52421,1985457,Episode 1,https://www.tvmaze.com/episodes/1985457/you-complete-me-1x01-episode-1,1,1.0,regular,2020-12-02,20:00,2020-12-02,45.0
